Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
6,14611,0,0.479091095749778,2435,7002018,7052,140,7,0,0,0,0,0,4,3,0,Attack
6,14611,0,0.479091095749778,2435,4620359,6044,145,7,0,0,0,0,0,4,3,0,Attack
6,14611,0,0.479091095749778,2435,6999356,7051,140,7,0,0,0,0,0,4,3,0,Attack
6,14611,0,0.615974265964,1826,2597043,3655,127,9,0,0,0,0,0,5,4,0,Attack
6,14611,0,0.479091095749778,2435,8008606,7178,127,7,0,0,0,0,0,4,3,0,Attack
6,14611,0,0.410649510642666,2922,8834041,7278,128,6,0,0,0,0,0,4,2,0,Attack
6,14611,0,0.410649510642666,2922,8832025,7277,127,6,0,0,0,0,0,4,2,0,Attack
6,14612,0,0.410621407062688,2922,8835617,7283,131,6,0,0,0,0,0,4,2,0,Attack
6,14601,0,0.273953838778166,4867,28397881,10972,1150,4,0,0,0,0,0,3,1,0,Attack
6,14613,0,0.615889960993636,1826,2150279,3516,104,9,0,0,0,0,0,5,4,0,Attack
6,14611,0,0.479091095749778,2435,7525859,7011,121,7,0,0,0,0,0,4,3,0,Attack
6,14617,0,0.615721420264076,1827,1925806,3709,114,9,0,0,0,0,0,5,4,0,Attack
6,14617,0,0.615721420264076,1827,1923625,3709,117,9,0,0,0,0,0,5,4,0,Attack
6,14617,0,0.615721420264076,1827,1928378,3709,114,9,0,0,0,0,0,5,4,0,Attack
6,14618,0,0.615679299493775,1827,2672303,3710,103,9,0,0,0,0,0,5,4,0,Attack
6,14618,0,0.615679299493775,1827,2672828,3710,102,9,0,0,0,0,0,5,4,0,Attack
6,14618,0,0.478861677384047,2436,5371115,6296,124,7,0,0,0,0,0,4,3,0,Attack
6,14618,0,0.615679299493775,1827,2672828,3710,102,9,0,0,0,0,0,5,4,0,Attack
6,14618,0,0.615679299493775,1827,3058557,3710,103,9,0,0,0,0,0,5,4,0,Attack
6,14617,0,0.615721420264076,1827,2611555,3737,117,9,0,0,0,0,0,5,4,0,Attack
